0; -0.029406; -0.044318;
1; -0.046662; 0.111804;
2; -0.034103; -0.015456;
3; -0.019789; -0.042794;
4; 0.004609; -0.010275;
5; -0.054203; 0.001110;
6; -0.177375; 0.058259;
7; 0.042191; -0.153128;
8; 0.071192; -0.167528;
9; 0.105565; 0.001658;
10; -0.036840; -0.042553;
11; 0.072500; -0.005019;
12; -0.067034; -0.243877;
13; 0.094966; -0.047194;
14; 0.123329; -0.027376;
15; -0.073492; -0.080990;
16; -0.005900; 0.090472;
17; 0.049201; 0.056517;
18; -0.006973; -0.025533;
19; -0.081966; -0.105329;
20; 0.034689; 0.122592;
21; -0.068930; 0.030947;
22; 0.010665; 0.012112;
23; 0.032692; 0.010629;
24; -0.067482; 0.005166;
25; 0.109021; 0.027738;
26; -0.028486; -0.013442;
27; 0.000060; -0.155980;
28; 0.447968; -0.007260;
29; 0.054821; -0.026174;
30; -0.081066; 0.299475;
31; 0.060435; -0.050532;
32; 0.000885; 0.062720;
33; -0.055266; -0.086031;
34; 0.065207; 0.254817;
35; -0.011226; 0.189387;
36; -0.021825; 0.190896;
37; 0.019717; -0.010702;
38; -0.014054; 0.148844;
39; 0.027154; 0.013770;
40; 0.099042; 0.029229;
41; -0.473431; -0.050010;
42; -0.162728; -0.425094;
43; 0.096004; -0.354122;
44; -0.082326; -0.683288;
45; -0.236727; -0.105019;
46; -0.508430; 0.182854;
47; 0.119940; -0.036035;
48; 0.087289; -0.653432;
49; 0.040472; 0.147745;
